"","Position","year","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","artist_name","track_name"
"3924",71,"1999",FALSE,0.746,0.629,1,-7.053,0,0.0668,0.218,0,0.05,0.462,111.566,264400,4,"Chanté Moore","Chante's Got A Man"
"3925",72,"1999",TRUE,0.746,0.615,4,-7.124,0,0.0345,0.191,0,0.0861,0.517,120.049,276000,4,"Case","Happily Ever After"
"3926",73,"1999",FALSE,0.77,0.474,7,-9.582,1,0.169,0.0484,2.66e-06,0.061,0.443,82.505,259827,4,"Whitney Houston","My Love Is Your Love"
"3927",74,"1999",FALSE,0.712,0.773,11,-4.595,0,0.271,0.0243,0,0.13,0.693,100.409,234253,4,"Faith Evans","All Night Long (feat. Puff Daddy)"
"3928",75,"1999",TRUE,0.877,0.71,7,-7.058,1,0.139,0.017,0,0.1,0.502,95.832,265600,4,"Juvenile","Back That Azz Up"
"3929",76,"1999",FALSE,0.682,0.543,0,-7.063,0,0.0454,0.494,0,0.158,0.485,71.582,218467,4,"Brandy","Almost Doesn't Count"
"3930",77,"1999",FALSE,0.665,0.771,10,-3.001,1,0.0371,0.479,0,0.098,0.684,124.949,233693,4,"Shania Twain","Man! I Feel Like A Woman!"
"3931",78,"1999",FALSE,0.405,0.944,4,-8.473,1,0.249,0.527,0,0.214,0.72,192.147,211467,4,"Len","Steal My Sunshine - Single Version"
"3932",79,"1999",FALSE,0.813,0.949,3,-2.563,0,0.0336,0.486,9.75e-06,0.112,0.795,115.061,227707,4,"Marc Anthony","I Need to Know"
"3933",80,"1999",FALSE,0.733,0.395,6,-11.959,0,0.0366,0.279,2.37e-06,0.468,0.671,96.085,276067,4,"Ginuwine","So Anxious"
"3934",81,"1999",FALSE,0.64,0.527,1,-7.683,0,0.286,0.145,3.98e-06,0.134,0.602,164.029,229773,4,"Case","Faded Pictures"
"3935",82,"1999",FALSE,0.631,0.447,11,-8.043,1,0.0283,0.443,1.57e-06,0.161,0.363,134.067,198941,4,"Brian McKnight","Back At One"
"3936",83,"1999",TRUE,0.682,0.579,2,-6.526,0,0.101,0.467,2.21e-06,0.0952,0.714,76.915,278760,4,"R. Kelly","When a Woman's Fed Up"
"3937",84,"1999",FALSE,0.723,0.674,7,-7.427,1,0.0297,0.0986,1.83e-05,0.279,0.619,124.9,188200,4,"Kenny Chesney","How Forever Feels"
"3938",85,"1999",FALSE,0.557,0.553,1,-7.954,1,0.0319,0.247,0,0.125,0.239,139.821,239987,4,"Lonestar","Amazed"
"3939",86,"1999",FALSE,0.745,0.742,10,-5.693,1,0.0259,0.42,0,0.102,0.801,95.996,245067,4,"Britney Spears","Sometimes"
"3940",87,"1999",FALSE,0.69,0.593,0,-6.87,1,0.177,0.00123,0.00424,0.13,0.193,170.25,324104,4,"Mo Thugs","Ghetto Cowboy"
"3941",88,"1999",FALSE,0.599,0.666,4,-7.461,1,0.0324,0.366,0.00158,0.169,0.488,156.206,153067,4,"Fastball","Out Of My Head"
"3942",89,"1999",TRUE,0.883,0.659,10,-6.017,0,0.294,0.0814,0.00119,0.0285,0.566,77.03,238467,4,"JAY Z","Hard Knock Life (Ghetto Anthem)"
"3943",90,"1999",TRUE,0.849,0.635,0,-9.425,1,0.266,0.0344,0,0.082,0.864,92.003,213907,4,"Naughty By Nature","Jamboree"
"3944",91,"1999",FALSE,0.578,0.872,4,-4.92,0,0.0939,0.215,0.000264,0.608,0.628,95.49,243000,4,"Blackstreet","Take Me There"
"3945",92,"1999",FALSE,0.629,0.513,2,-6.766,1,0.0293,0.0239,0,0.122,0.29,130.017,227293,4,"Joey McIntyre","Stay The Same"
"3946",93,"1999",FALSE,0.548,0.863,7,-5.207,1,0.0549,0.267,0,0.299,0.836,161.657,218680,4,"Jo Dee Messina","Lesson In Leavin'"
"3947",94,"1999",FALSE,0.291,0.79,11,-5.683,0,0.0363,0.00133,5.61e-06,0.0811,0.493,155.667,289907,3,"The Goo Goo Dolls","Iris"
"3948",95,"1999",FALSE,0.764,0.594,6,-10.05,1,0.185,0.591,0,0.145,0.694,87.261,286441,4,"Diddy","Satisfy You"
"3949",96,"1999",FALSE,0.758,0.896,9,-3.311,1,0.0501,0.173,3.18e-05,0.136,0.8,94.911,207027,4,"Citizen King","Better Days (And The Bottom Drops Out)"
"3950",97,"1999",FALSE,0.375,0.556,11,-7.201,1,0.0411,0.398,0,0.0956,0.383,111.824,271160,4,"*NSYNC","Music of My Heart"
"3951",98,"1999",FALSE,0.708,0.757,3,-4.644,1,0.0266,0.188,1.96e-05,0.272,0.705,123.909,213307,4,"George Strait","Write This Down"
"3952",99,"1999",FALSE,0.436,0.39,1,-9.62,0,0.0326,0.557,0,0.12,0.132,125.313,272893,4,"Whitney Houston","When You Believe"
"3953",100,"1999",FALSE,0.628,0.474,10,-9.671,1,0.0249,0.0844,0,0.121,0.279,84.876,280667,4,"Alabama","God Must Have Spent a Little More Time on You"
"3954",1,"2000",FALSE,0.529,0.496,7,-9.007,1,0.029,0.173,0,0.251,0.276,136.859,250547,4,"Faith Hill","Breathe"
"3955",2,"2000",FALSE,0.724,0.485,6,-5.919,1,0.0376,0.256,1.35e-05,0.416,0.581,136.057,296800,4,"Joe","I Wanna Know"
"3956",3,"2000",FALSE,0.637,0.759,3,-6.389,0,0.0305,0.0504,0,0.0642,0.722,93.898,257067,4,"Vertical Horizon","Everything You Want"
"3957",4,"2000",FALSE,0.522,0.676,5,-3.571,0,0.16,0.274,0,0.134,0.754,67.427,271333,4,"Destiny's Child","Say My Name"
"3958",5,"2000",FALSE,0.556,0.517,9,-8.769,1,0.0287,0.307,0.00115,0.077,0.779,169.938,251253,4,"Savage Garden","I Knew I Loved You"
"3959",6,"2000",FALSE,0.557,0.553,1,-7.954,1,0.0319,0.247,0,0.125,0.239,139.821,239987,4,"Lonestar","Amazed"
"3960",7,"2000",FALSE,0.528,0.863,6,-5.772,0,0.0368,0.0616,7.48e-06,0.355,0.574,95.468,257400,4,"Matchbox Twenty","Bent - Remastered Version"
"3961",8,"2000",FALSE,0.46,0.822,2,-6.338,1,0.0375,4.99e-05,0.00014,0.147,0.455,155.766,326293,4,"Creed","Higher"
"3962",9,"2000",FALSE,0.756,0.654,6,-5.143,0,0.288,0.0779,0,0.0745,0.724,93.059,286981,4,"Aaliyah","Try Again"
"3963",10,"2000",FALSE,0.775,0.677,1,-4.632,1,0.0582,0.0054,0.00189,0.0679,0.692,89.008,230200,4,"Destiny's Child","Jumpin', Jumpin'"
"3964",11,"2000",TRUE,0.703,0.827,2,-9.301,1,0.0634,0.137,0.000125,0.0646,0.708,121.539,253520,4,"Sisqo","Thong Song"
"3965",12,"2000",FALSE,0.547,0.87,11,-5.098,0,0.0286,0.00494,3.48e-05,0.161,0.526,99.014,233827,4,"3 Doors Down","Kryptonite"
"3966",13,"2000",FALSE,0.826,0.886,10,-5.147,0,0.0832,0.0951,0,0.0371,0.685,107.9,204754,4,"P!nk","There You Go"
"3967",14,"2000",FALSE,0.738,0.852,7,-6.13,1,0.0766,0.00153,0.0895,0.178,0.841,119.735,225813,4,"Madonna","Music"
"3968",15,"2000",FALSE,0.77,0.797,5,-2.991,0,0.0794,0.1,0.00285,0.0977,0.795,99.306,265027,4,"Janet Jackson","Doesn't Really Matter"
"3969",16,"2000",FALSE,0.755,0.827,0,-6.803,1,0.114,0.0671,0,0.329,0.788,142.122,215867,4,"Christina Aguilera","What a Girl Wants"
"3970",17,"2000",FALSE,0.661,0.346,11,-9.115,1,0.03,0.452,0,0.131,0.257,129.752,263667,4,"Brian McKnight","Back At One"
"3971",18,"2000",FALSE,0.571,0.87,8,-3.877,0,0.0641,0.0198,6.6e-06,0.0564,0.815,172.716,199640,4,"*NSYNC","Bye Bye Bye"
"3972",19,"2000",FALSE,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66e-06,0.216,0.738,165.98,347107,4,"Marc Anthony","You Sang To Me"
"3973",20,"2000",FALSE,0.813,0.949,3,-2.563,0,0.0336,0.486,9.75e-06,0.112,0.795,115.061,227707,4,"Marc Anthony","I Need to Know"
"3974",21,"2000",FALSE,0.813,0.487,10,-9.78,0,0.0783,0.235,7.59e-05,0.0928,0.863,99,276225,4,"Montell Jordan","Get It On Tonite"
"3975",22,"2000",TRUE,0.717,0.602,8,-4.256,0,0.0668,0.266,0,0.226,0.273,119.495,272707,4,"Sisqo","Incomplete"
"3976",23,"2000",FALSE,0.559,0.637,2,-7.495,1,0.0321,0.304,0.000195,0.0783,0.79,152.885,238067,4,"Macy Gray","I Try"
"3977",24,"2000",FALSE,0.647,0.87,0,-4.702,0,0.0798,0.0479,0,0.0485,0.906,165.103,191280,4,"*NSYNC","It's Gonna Be Me"
"3978",25,"2000",FALSE,0.627,0.873,9,-5.186,1,0.0467,0.13,0,0.132,0.548,93.029,242893,4,"Céline Dion","That's The Way It Is"
"3979",26,"2000",FALSE,0.627,0.629,6,-4.982,0,0.0252,0.235,0,0.0768,0.681,167.974,234960,4,"Backstreet Boys","Show Me the Meaning of Being Lonely"
"3980",27,"2000",FALSE,0.618,0.941,7,-3.119,1,0.0341,0.0796,2.51e-06,0.0755,0.934,104.774,218200,4,"BBMak","Back Here"
"3981",28,"2000",FALSE,0.636,0.688,5,-7.273,0,0.0297,0.0131,0.000871,0.1,0.592,134.987,242867,4,"Sonique","It Feels So Good"
"3982",29,"2000",FALSE,0.481,0.94,7,-5.204,1,0.066,0.000891,0,0.0939,0.643,96.493,189333,4,"Nine Days","Absolutely (Story of a Girl) - Radio Mix"
"3983",30,"2000",FALSE,0.414,0.525,0,-8.436,1,0.0302,0.00312,0.0011,0.149,0.134,138.869,278440,4,"Creed","With Arms Wide Open"
"3984",31,"2000",FALSE,0.684,0.85,1,-6.084,0,0.0324,0.0339,0.00122,0.0534,0.551,122.005,219480,4,"Enrique Iglesias","Be With You"
"3985",32,"2000",FALSE,0.825,0.914,8,-3.207,1,0.102,0.216,2.43e-05,0.228,0.761,118.912,204533,4,"Christina Aguilera","Come on over Baby (All I Want Is You) - Radio Version"
"3986",33,"2000",FALSE,0.839,0.641,10,-5.669,0,0.0858,0.0324,4.56e-06,0.0602,0.922,97.004,242560,4,"Ruff Endz","No More"
"3987",34,"2000",FALSE,0.434,0.892,0,-5.23,1,0.0504,0.00977,0,0.403,0.642,148.745,171067,4,"blink-182","All The Small Things"
"3988",35,"2000",FALSE,0.627,0.716,2,-7.175,1,0.0352,0.127,0,0.0344,0.738,101.99,186067,4,"Faith Hill","The Way You Love Me"
"3989",36,"2000",FALSE,0.59,0.467,1,-8.385,1,0.0386,0.356,0,0.111,0.295,127.17,273733,4,"Christina Aguilera","I Turn to You"
"3990",37,"2000",FALSE,0.729,0.94,4,-4.933,1,0.0382,0.0845,0.000262,0.0963,0.966,113.804,237120,4,"Third Eye Blind","Never Let You Go"
"3991",38,"2000",FALSE,0.761,0.627,1,-5.554,1,0.0538,0.175,0,0.128,0.895,109.821,263227,4,"Jagged Edge","Let's Get Married"
"3992",39,"2000",FALSE,0.769,0.47,7,-9.526,1,0.158,0.054,5.14e-06,0.0628,0.482,82.505,261573,4,"Whitney Houston","My Love Is Your Love"
"3993",40,"2000",FALSE,0.723,0.869,5,-5.001,0,0.0284,0.0208,0,0.0536,0.96,118.6,181027,4,"Smash Mouth","Then The Morning Comes"
"3994",41,"2000",FALSE,0.822,0.969,7,-11.471,0,0.0582,0.259,0.000162,0.39,0.771,128.007,283748,4,"Eiffel 65","Blue (Da Ba Dee)"
"3995",42,"2000",TRUE,0.947,0.655,5,-4.243,0,0.0609,0.0331,0,0.0433,0.781,104.485,284800,4,"Eminem","The Real Slim Shady"
"3996",43,"2000",FALSE,0.742,0.732,2,-6.046,0,0.0311,0.0424,0.00444,0.101,0.7,97.923,298960,4,"P!nk","Most Girls"
"3997",44,"2000",FALSE,0.829,0.652,7,-8.693,0,0.108,0.067,0,0.0812,0.717,99.581,243159,4,"Next","Wifey"
"3998",45,"2000",FALSE,0.471,0.868,7,-4.227,1,0.0564,0.00513,7.23e-06,0.22,0.534,186.67,281507,4,"Everclear","Wonderful - 2004 Digital Remaster"
"3999",46,"2000",FALSE,0.755,0.832,11,-4.869,1,0.0462,0.317,1.9e-05,0.219,0.882,95.044,210853,4,"Britney Spears","Oops!...I Did It Again"
"4000",47,"2000",FALSE,0.589,0.669,4,-4.082,0,0.0253,0.147,0,0.135,0.0734,103.976,263947,4,"Jessica Simpson","I Wanna Love You Forever"
"4001",48,"2000",FALSE,0.666,0.792,0,-6.068,1,0.0488,0.0593,1.13e-06,0.104,0.654,123.914,205267,4,"98º","Give Me Just One Night (Una Noche)"
"4002",49,"2000",FALSE,0.446,0.762,2,-8.971,1,0.0422,0.000103,7.2e-05,0.26,0.273,98.993,359520,4,"Filter","Take a Picture"
"4003",50,"2000",FALSE,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.493,123.229,255373,4,"Red Hot Chili Peppers","Otherside"
"4004",51,"2000",FALSE,0.721,0.836,8,-3.972,0,0.206,0.112,0,0.235,0.502,126.279,244053,4,"Jagged Edge","He Can't Love U"
"4005",52,"2000",FALSE,0.79,0.475,0,-5.845,1,0.028,0.271,0,0.0783,0.625,108.229,255000,4,"Avant","Separated"
"4006",53,"2000",FALSE,0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.228,89.824,226760,4,"Carl Thomas","I Wish"
"4007",54,"2000",FALSE,0.822,0.482,10,-6.472,0,0.0542,0.0615,0.00136,0.0612,0.868,103.018,240813,4,"Donell Jones","U Know What's Up"
"4008",55,"2000",TRUE,0.639,0.512,4,-7.767,1,0.03,0.0595,3.7e-06,0.126,0.467,129.063,228995,4,"Rock Kid","Only God Knows Why"
"4009",56,"2000",FALSE,0.916,0.462,7,-10.472,1,0.406,0.0602,0,0.347,0.69,98.22,234733,4,"Mystikal","Shake Ya Ass"
"4010",57,"2000",FALSE,0.744,0.415,5,-8.987,0,0.106,0.35,0,0.0891,0.588,75.571,348893,4,"Erykah Badu","Bag Lady"
"4011",58,"2000",FALSE,0.675,0.553,7,-7.775,1,0.0486,0.0863,7.58e-06,0.118,0.57,90.02,239933,4,"Train","Meet Virginia - live"
"4012",59,"2000",TRUE,0.488,0.954,11,-1.584,1,0.326,0.0798,0,0.163,0.593,202.535,272920,4,"DMX","Party Up"
"4013",60,"2000",FALSE,0.773,0.689,1,-4.738,0,0.0408,0.0556,0.000191,0.0721,0.365,98.008,236907,4,"Mýa","Case Of The Ex (Whatcha Gonna Do)"
"4014",61,"2000",FALSE,0.617,0.923,2,-3.686,1,0.0719,0.115,0,0.198,0.773,91.853,202347,4,"Jo Dee Messina","That's The Way"
"4015",62,"2000",FALSE,0.626,0.532,9,-7.205,1,0.0276,0.296,0,0.123,0.337,130.076,247933,4,"Westlife","Swear It Again - Radio Edit"
"4016",63,"2000",FALSE,0.677,0.665,7,-5.171,1,0.0305,0.56,1.01e-06,0.338,0.699,74.981,312533,4,"Britney Spears","From the Bottom of My Broken Heart"
"4017",64,"2000",FALSE,0.576,0.656,4,-6.926,1,0.0282,0.226,3.63e-06,0.0818,0.216,101.981,282720,4,"Savage Garden","Crash and Burn"
"4018",65,"2000",FALSE,0.681,0.679,2,-3.412,1,0.0286,0.00543,3.91e-05,0.0625,0.499,126.543,203173,4,"Chad Brock","Yes!"
"4019",66,"2000",FALSE,0.643,0.441,9,-7.415,1,0.0293,0.662,0,0.229,0.273,132.356,203427,4,"George Strait","The Best Day"
"4020",67,"2000",FALSE,0.656,0.388,5,-9.079,0,0.0297,0.536,0,0.305,0.451,102.036,253013,4,"Donell Jones","Where I Wanna Be"
"4021",68,"2000",FALSE,0.64,0.835,0,-4.806,1,0.0413,0.0726,3.11e-06,0.132,0.705,109.497,205920,4,"Toby Keith","How Do You Like Me Now?!"
"4022",69,"2000",FALSE,0.399,0.542,9,-6.457,1,0.0306,0.103,0,0.0493,0.339,73.672,279640,4,"Tim McGraw","My Best Friend"
"4023",70,"2000",FALSE,0.504,0.901,11,-3.776,1,0.0491,0.000807,0,0.0839,0.751,132.729,238333,4,"The Goo Goo Dolls","Broadway"
"4024",71,"2000",FALSE,0.859,0.622,11,-8.196,1,0.0445,0.0661,0,0.0394,0.448,134.007,243533,4,"Kandi","Don't Think I'm Not"
"4025",72,"2000",FALSE,0.674,0.772,8,-9.69,0,0.0659,0.00352,0.8,0.256,0.756,136.969,218493,4,"Alice Deejay","Better Off Alone - Hitradio Mix"
"4026",73,"2000",FALSE,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.749,115.005,220107,4,"Debelah Morgan","Dance With Me"
"4027",74,"2000",FALSE,0.739,0.688,4,-5.581,1,0.0349,0.498,0,0.17,0.77,126.998,211253,4,"Lonestar","What About Now"
"4028",75,"2000",FALSE,0.826,0.656,9,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.845,129.963,251040,4,"Sammie","I Like It"
"4029",76,"2000",FALSE,0.688,0.716,4,-4.001,0,0.0297,0.131,0,0.134,0.357,96.043,247600,4,"LFO","Girl On TV"
"4030",77,"2000",FALSE,0.467,0.622,6,-7.255,1,0.031,0.365,0.00527,0.0982,0.454,164.418,287267,4,"Dixie Chicks","Cowboy Take Me Away"
"4031",78,"2000",FALSE,0.706,0.459,9,-9.651,0,0.0377,0.533,0,0.231,0.696,130.013,257387,4,"Aaliyah","I Don't Wanna"
"4032",79,"2000",FALSE,0.517,0.598,6,-3.751,0,0.263,0.388,2.22e-06,0.183,0.924,96.933,221627,4,"Destiny's Child","Independent Women Part I"
"4033",80,"2000",FALSE,0.735,0.683,0,-7.165,0,0.028,0.234,0,0.24,0.741,109.993,202067,4,"Samantha Mumba","Gotta Tell You"
"4034",81,"2000",FALSE,0.695,0.945,10,-6.165,0,0.0418,0.00341,0.0727,0.103,0.845,125.013,246427,4,"Jennifer Lopez","Waiting for Tonight"
"4035",82,"2000",FALSE,0.79,0.68,7,-7.807,1,0.153,0.0313,0,0.194,0.818,100.442,196240,4,"Mary Mary","Shackles (Praise You)"
"4036",83,"2000",TRUE,0.749,0.439,1,-11.274,1,0.252,0.289,1.23e-06,0.165,0.561,81.085,215533,4,"Missy Elliott","Hot Boyz"
"4037",84,"2000",FALSE,0.478,0.545,10,-5.715,1,0.0345,0.595,0,0.106,0.124,129.676,257293,4,"Mariah Carey","Thank God I Found You"
"4038",85,"2000",FALSE,0.577,0.605,0,-10.031,0,0.0322,0.0122,0,0.106,0.144,112.011,286107,4,"Sting","Desert Rose"
"4039",86,"2000",TRUE,0.812,0.96,11,-0.166,0,0.175,0.24,0.0045,0.044,0.962,138.051,284400,4,"JAY Z","Big Pimpin'"
"4040",87,"2000",FALSE,0.696,0.723,6,-6.357,0,0.0419,0.249,0,0.0405,0.942,107.979,208693,4,"SoulDecision","Faded"
"4041",88,"2000",TRUE,0.937,0.731,8,-2.132,1,0.0815,0.0879,0,0.163,0.623,133.961,222293,4,"Dr. Dre","Forgot About Dre"
"4042",89,"2000",TRUE,0.916,0.906,3,-2.494,0,0.195,0.0279,0,0.0803,0.29,95.3,161507,4,"Dr. Dre","The Next Episode"
"4043",90,"2000",TRUE,0.879,0.681,10,-8.951,0,0.24,0.017,0,0.0669,0.824,99.974,221160,4,"Da Brat","What'chu Like"
"4044",91,"2000",FALSE,0.416,0.446,7,-9.557,0,0.0291,0.0524,0,0.0891,0.274,151.328,294533,4,"Lee Ann Womack","I Hope You Dance"
"4045",92,"2000",TRUE,0.854,0.692,7,-6.625,1,0.0479,0.0668,0,0.247,0.758,101.865,291782,4,"Nelly","Ride Wit Me"
"4046",93,"2000",FALSE,0.735,0.919,11,-4.191,0,0.0406,0.0106,3.37e-05,0.329,0.781,88.014,262093,4,"Toni Braxton","He Wasn't Man Enough"
"4047",94,"2000",FALSE,0.57,0.642,0,-6.279,1,0.0297,0.0742,0,0.0715,0.402,136.023,237036,4,"Son By Four","A Puro Dolor"
"4048",1,"2001",FALSE,0.531,0.855,1,-4.95,1,0.0352,0.000983,0,0.0716,0.39,124.578,216067,4,"Lifehouse","Hanging By A Moment"
"4049",2,"2001",FALSE,0.653,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.526,95.982,210200,3,"Alicia Keys","Fallin'"
"4050",3,"2001",FALSE,0.752,0.925,2,-3.288,1,0.0867,0.0178,0.125,0.104,0.685,113.528,330027,3,"Janet Jackson","All For You"
"4051",4,"2001",FALSE,0.468,0.64,0,-5.862,1,0.0275,0.154,0,0.154,0.506,79.297,259933,4,"Train","Drops of Jupiter"
"4052",5,"2001",TRUE,0.708,0.587,11,-7.93,0,0.151,0.273,0,0.0718,0.561,83.46,262133,4,"Jennifer Lopez","I'm Real - Murder Remix"
"4053",6,"2001",FALSE,0.544,0.659,9,-7.191,1,0.0298,0.427,1.33e-06,0.126,0.356,109.933,274933,4,"Matchbox Twenty","If You're Gone"
"4054",7,"2001",TRUE,0.909,0.539,8,-4.278,0,0.116,0.243,0,0.0674,0.873,90.038,229933,4,"Eve","Let Me Blow Ya Mind"
"4055",8,"2001",FALSE,0.722,0.595,1,-9.928,0,0.0415,0.284,0.000538,0.0694,0.741,79.98,217827,4,"Dido","Thank You"
"4056",9,"2001",FALSE,0.554,0.82,2,-5.035,1,0.0296,0.0186,4.91e-05,0.161,0.767,79.155,228933,4,"Lenny Kravitz","Again"
"4057",10,"2001",FALSE,0.73,0.602,6,-3.782,0,0.206,0.362,3.69e-06,0.169,0.932,97.954,221133,4,"Destiny's Child","Independent Women, Pt. I"
"4058",11,"2001",FALSE,0.7,0.774,5,-4.983,0,0.0466,0.2,0,0.404,0.644,90,250707,4,"Blu Cantrell","Hit 'Em Up Style (Oops!) - Remix Radio Mix"
"4059",12,"2001",FALSE,0.849,0.613,0,-4.796,1,0.0715,0.0566,0,0.335,0.679,94.75,227600,4,"Shaggy","It Wasn't Me"
"4060",13,"2001",FALSE,0.767,0.759,6,-6.516,1,0.117,0.0513,0,0.31,0.671,89.989,213027,4,"Joe","Stutter - Double Take Remix"
"4061",14,"2001",TRUE,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.078,116.529,264707,4,"Staind","It's Been Awhile"
"4062",15,"2001",FALSE,0.657,0.629,6,-4.938,1,0.0782,0.194,0,0.254,0.718,93.985,266893,4,"Usher","U Remind Me"
"4063",16,"2001",FALSE,0.596,0.661,5,-6.239,0,0.226,0.31,0,0.0847,0.864,129.491,232573,5,"Jagged Edge","Where the Party At"
"4064",17,"2001",FALSE,0.733,0.759,6,-2.994,1,0.171,0.146,0,0.04,0.816,170.573,235133,4,"Shaggy","Angel"
"4065",18,"2001",TRUE,0.854,0.692,7,-6.625,1,0.0479,0.0668,0,0.247,0.758,101.865,291782,4,"Nelly","Ride Wit Me"
"4066",19,"2001",TRUE,0.817,0.585,5,-4.688,1,0.0301,0.439,0,0.147,0.922,105.014,218440,4,"Uncle Kracker","Follow Me"
"4067",20,"2001",FALSE,0.677,0.52,4,-6.255,0,0.334,0.00277,0,0.0532,0.776,203.862,193093,4,"112","Peaches And Cream"
"4068",21,"2001",FALSE,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.655,90.565,232453,4,"Incubus","Drive"
"4069",22,"2001",TRUE,0.732,0.793,7,-7.053,1,0.24,0.278,0,0.418,0.833,95.918,175560,4,"City High","What Would You Do?"
"4070",23,"2001",FALSE,0.514,0.911,1,-2.027,0,0.41,0.0559,0,0.775,0.614,161.109,254027,4,"Destiny's Child","Survivor"
"4071",24,"2001",FALSE,0.751,0.766,5,-3.594,1,0.0515,0.0174,8.07e-06,0.658,0.666,109.897,264847,4,"Christina Aguilera","Lady Marmalade - From ""Moulin Rouge"" Soundtrack"
"4072",25,"2001",TRUE,0.843,0.805,4,-5.946,0,0.269,0.142,0,0.0771,0.62,94.946,270507,4,"OutKast","Ms. Jackson"
"4073",26,"2001",FALSE,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.697,97.577,221227,4,"Jennifer Lopez","Love Don't Cost a Thing"
"4074",27,"2001",FALSE,0.627,0.716,2,-7.175,1,0.0352,0.127,0,0.0344,0.738,101.99,186067,4,"Faith Hill","The Way You Love Me"
"4075",28,"2001",FALSE,0.723,0.927,8,-5.848,1,0.208,0.0925,2.57e-06,0.128,0.601,155.898,226667,4,"Dream","He Loves You Not"
"4076",29,"2001",FALSE,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.603,103.502,216733,4,"Crazy Town","Butterfly"
"4077",30,"2001",TRUE,0.687,0.785,1,-4.953,0,0.325,0.00332,0,0.0516,0.78,186.244,262827,4,"Ja Rule","Put It On Me"
"4078",31,"2001",FALSE,0.925,0.56,8,-3.795,0,0.0436,0.138,1.19e-05,0.0861,0.967,92.895,265867,4,"Mary J. Blige","Family Affair"
"4079",32,"2001",FALSE,0.416,0.446,7,-9.557,0,0.0291,0.0524,0,0.0891,0.274,151.328,294533,4,"Lee Ann Womack","I Hope You Dance"
"4080",33,"2001",FALSE,0.61,0.723,4,-7.572,1,0.0422,0.0103,0.0447,0.0748,0.428,97.147,229733,4,"Moby","South Side"
"4081",34,"2001",FALSE,0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.673,99.965,280973,4,"Madonna","Don't Tell Me"
"4082",35,"2001",TRUE,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.766,177.87,211120,4,"Missy Elliott","Get Ur Freak On"
"4083",36,"2001",FALSE,0.683,0.664,0,-4.422,1,0.0264,0.092,0,0.595,0.441,116.141,260267,4,"K-Ci & JoJo","Crazy"
"4084",37,"2001",FALSE,0.683,0.748,8,-6.981,1,0.0366,0.373,0.00881,0.06,0.825,132.486,257200,4,"Craig David","Fill Me In"
"4085",38,"2001",FALSE,0.686,0.742,8,-6.981,1,0.0389,0.418,0.00728,0.0871,0.857,132.495,231493,4,"Craig David","Fill Me In"
"4086",39,"2001",FALSE,0.729,0.914,2,-4.043,1,0.041,0.135,0.000672,0.156,0.918,127.907,272360,4,"Janet Jackson","Someone To Call My Lover"
"4087",40,"2001",FALSE,0.42,0.546,0,-8.476,1,0.033,0.0038,0.000787,0.118,0.121,138.946,274800,4,"Creed","With Arms Wide Open"
"4088",41,"2001",FALSE,0.78,0.69,1,-4.958,0,0.0445,0.0565,8.19e-05,0.0716,0.327,98.002,236827,4,"Mýa","Case Of The Ex (Whatcha Gonna Do)"
"4089",42,"2001",FALSE,0.644,0.473,0,-5.201,1,0.0282,0.205,0,0.183,0.25,126.925,281427,4,"O-Town","All or Nothing"
"4090",43,"2001",FALSE,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.624,103.376,207907,4,"Destiny's Child","Bootylicious"
"4091",44,"2001",FALSE,0.616,0.633,10,-5.076,1,0.0383,0.147,1.48e-06,0.288,0.585,89.644,243160,4,"Nelly Furtado","I'm Like A Bird"
"4092",45,"2001",FALSE,0.545,0.86,11,-5.054,0,0.0306,0.00624,2.18e-05,0.165,0.591,99.031,233827,4,"3 Doors Down","Kryptonite"
"4093",46,"2001",FALSE,0.92,0.487,10,-5.578,0,0.182,0.0103,0,0.0411,0.806,92.836,241400,4,"R. Kelly","Fiesta - Remix"
"4094",47,"2001",FALSE,0.675,0.775,4,-5.772,1,0.0522,0.0387,0,0.383,0.922,99.945,217853,4,"Sugar Ray","When It's Over - David Kahne Main"
"4095",48,"2001",FALSE,0.517,0.89,9,-4.033,1,0.0539,0.005,1.47e-05,0.0824,0.642,118.009,214333,4,"Aerosmith","Jaded"
"4096",49,"2001",FALSE,0.751,0.568,5,-5.431,0,0.0872,0.136,0,0.0288,0.631,128.002,246720,4,"Jagged Edge","Promise"
